bin.101	{'GC': 0.7048583973655324, 'GC std': 0.020164136957288758, 'Genome size': 455500, '# ambiguous bases': 0, '# scaffolds': 143, '# contigs': 143, 'Longest scaffold': 6382, 'Longest contig': 6382, 'N50 (scaffolds)': 3163, 'N50 (contigs)': 3163, 'Mean scaffold length': 3185.3146853146854, 'Mean contig length': 3185.3146853146854, 'Coding density': 0.8732294182217344, 'Translation table': 11, '# predicted genes': 505}
bin.106	{'GC': 0.2910033732978517, 'GC std': 0.014210020855083976, 'Genome size': 314529, '# ambiguous bases': 0, '# scaffolds': 60, '# contigs': 60, 'Longest scaffold': 13741, 'Longest contig': 13741, 'N50 (scaffolds)': 5180, 'N50 (contigs)': 5180, 'Mean scaffold length': 5242.15, 'Mean contig length': 5242.15, 'Coding density': 0.49806218186558315, 'Translation table': 11, '# predicted genes': 546}
bin.107	{'GC': 0.6418126702963589, 'GC std': 0.01602204045760502, 'Genome size': 202221, '# ambiguous bases': 0, '# scaffolds': 18, '# contigs': 18, 'Longest scaffold': 41634, 'Longest contig': 41634, 'N50 (scaffolds)': 17631, 'N50 (contigs)': 17631, 'Mean scaffold length': 11234.5, 'Mean contig length': 11234.5, 'Coding density': 0.8083235667907883, 'Translation table': 11, '# predicted genes': 229}
bin.110	{'GC': 0.7349021425698568, 'GC std': 0.02013424017946391, 'Genome size': 293386, '# ambiguous bases': 0, '# scaffolds': 85, '# contigs': 85, 'Longest scaffold': 6162, 'Longest contig': 6162, 'N50 (scaffolds)': 3515, 'N50 (contigs)': 3515, 'Mean scaffold length': 3451.6, 'Mean contig length': 3451.6, 'Coding density': 0.9382519956644148, 'Translation table': 11, '# predicted genes': 351}
bin.108	{'GC': 0.7095801218042879, 'GC std': 0.02103521894659191, 'Genome size': 242356, '# ambiguous bases': 0, '# scaffolds': 75, '# contigs': 75, 'Longest scaffold': 7807, 'Longest contig': 7807, 'N50 (scaffolds)': 3138, 'N50 (contigs)': 3138, 'Mean scaffold length': 3231.4133333333334, 'Mean contig length': 3231.4133333333334, 'Coding density': 0.8504183927775669, 'Translation table': 11, '# predicted genes': 300}
bin.13	{'GC': 0.6901916511562467, 'GC std': 0.013219432470019079, 'Genome size': 294963, '# ambiguous bases': 0, '# scaffolds': 83, '# contigs': 83, 'Longest scaffold': 7001, 'Longest contig': 7001, 'N50 (scaffolds)': 3407, 'N50 (contigs)': 3407, 'Mean scaffold length': 3553.7710843373493, 'Mean contig length': 3553.7710843373493, 'Coding density': 0.8966378833955445, 'Translation table': 11, '# predicted genes': 434}
bin.15	{'GC': 0.525109797971732, 'GC std': 0.018343213707345974, 'Genome size': 250460, '# ambiguous bases': 0, '# scaffolds': 68, '# contigs': 68, 'Longest scaffold': 9013, 'Longest contig': 9013, 'N50 (scaffolds)': 3535, 'N50 (contigs)': 3535, 'Mean scaffold length': 3683.235294117647, 'Mean contig length': 3683.235294117647, 'Coding density': 0.4466421783917592, 'Translation table': 11, '# predicted genes': 303}
bin.103	{'GC': 0.4653622965724472, 'GC std': 0.010660416314535062, 'Genome size': 865603, '# ambiguous bases': 0, '# scaffolds': 216, '# contigs': 216, 'Longest scaffold': 12747, 'Longest contig': 12747, 'N50 (scaffolds)': 3801, 'N50 (contigs)': 3801, 'Mean scaffold length': 4007.421296296296, 'Mean contig length': 4007.421296296296, 'Coding density': 0.4933751384872742, 'Translation table': 11, '# predicted genes': 2980}
bin.14	{'GC': 0.6165093515582402, 'GC std': 0.019955964866456434, 'Genome size': 566697, '# ambiguous bases': 0, '# scaffolds': 168, '# contigs': 168, 'Longest scaffold': 5899, 'Longest contig': 5899, 'N50 (scaffolds)': 3373, 'N50 (contigs)': 3373, 'Mean scaffold length': 3373.1964285714284, 'Mean contig length': 3373.1964285714284, 'Coding density': 0.7681265296975279, 'Translation table': 11, '# predicted genes': 656}
bin.10	{'GC': 0.6637011260473936, 'GC std': 0.022920650943043575, 'Genome size': 1888020, '# ambiguous bases': 0, '# scaffolds': 482, '# contigs': 482, 'Longest scaffold': 14162, 'Longest contig': 14162, 'N50 (scaffolds)': 3841, 'N50 (contigs)': 3841, 'Mean scaffold length': 3917.0539419087136, 'Mean contig length': 3917.0539419087136, 'Coding density': 0.9002844249531256, 'Translation table': 11, '# predicted genes': 2140}
bin.16	{'GC': 0.5451149964552316, 'GC std': 0.02974285681676267, 'Genome size': 383664, '# ambiguous bases': 0, '# scaffolds': 110, '# contigs': 110, 'Longest scaffold': 8411, 'Longest contig': 8411, 'N50 (scaffolds)': 3283, 'N50 (contigs)': 3283, 'Mean scaffold length': 3487.8545454545456, 'Mean contig length': 3487.8545454545456, 'Coding density': 0.8033982860002502, 'Translation table': 4, '# predicted genes': 770}
bin.19	{'GC': 0.6189184595555429, 'GC std': 0.07048108113527175, 'Genome size': 706030, '# ambiguous bases': 0, '# scaffolds': 112, '# contigs': 112, 'Longest scaffold': 49652, 'Longest contig': 49652, 'N50 (scaffolds)': 9707, 'N50 (contigs)': 9707, 'Mean scaffold length': 6303.839285714285, 'Mean contig length': 6303.839285714285, 'Coding density': 0.8623486254125179, 'Translation table': 11, '# predicted genes': 950}
bin.11	{'GC': 0.6711927542292467, 'GC std': 0.020287569802305033, 'Genome size': 1190874, '# ambiguous bases': 0, '# scaffolds': 269, '# contigs': 269, 'Longest scaffold': 19222, 'Longest contig': 19222, 'N50 (scaffolds)': 4482, 'N50 (contigs)': 4482, 'Mean scaffold length': 4427.0408921933085, 'Mean contig length': 4427.0408921933085, 'Coding density': 0.9195431254691933, 'Translation table': 11, '# predicted genes': 1271}
bin.17	{'GC': 0.343814919189172, 'GC std': 0.08583970690154064, 'Genome size': 864055, '# ambiguous bases': 0, '# scaffolds': 194, '# contigs': 194, 'Longest scaffold': 11743, 'Longest contig': 11743, 'N50 (scaffolds)': 4616, 'N50 (contigs)': 4616, 'Mean scaffold length': 4453.8917525773195, 'Mean contig length': 4453.8917525773195, 'Coding density': 0.8900521378847411, 'Translation table': 11, '# predicted genes': 982}
bin.26	{'GC': 0.577462325795541, 'GC std': 0.021830384049282548, 'Genome size': 451768, '# ambiguous bases': 0, '# scaffolds': 51, '# contigs': 51, 'Longest scaffold': 37951, 'Longest contig': 37951, 'N50 (scaffolds)': 9890, 'N50 (contigs)': 9890, 'Mean scaffold length': 8858.196078431372, 'Mean contig length': 8858.196078431372, 'Coding density': 0.7857550778275575, 'Translation table': 4, '# predicted genes': 671}
bin.1	{'GC': 0.7201033413378052, 'GC std': 0.022193234748609562, 'Genome size': 2283307, '# ambiguous bases': 0, '# scaffolds': 471, '# contigs': 471, 'Longest scaffold': 22400, 'Longest contig': 22400, 'N50 (scaffolds)': 5055, 'N50 (contigs)': 5055, 'Mean scaffold length': 4847.785562632696, 'Mean contig length': 4847.785562632696, 'Coding density': 0.9113360577443156, 'Translation table': 11, '# predicted genes': 2471}
bin.102	{'GC': 0.7046323732444941, 'GC std': 0.02196695760839708, 'Genome size': 3339066, '# ambiguous bases': 0, '# scaffolds': 472, '# contigs': 472, 'Longest scaffold': 38664, 'Longest contig': 38664, 'N50 (scaffolds)': 8542, 'N50 (contigs)': 8542, 'Mean scaffold length': 7074.292372881356, 'Mean contig length': 7074.292372881356, 'Coding density': 0.8810850099998023, 'Translation table': 11, '# predicted genes': 3490}
bin.18	{'GC': 0.7339425753353149, 'GC std': 0.015461550023991886, 'Genome size': 1164726, '# ambiguous bases': 0, '# scaffolds': 335, '# contigs': 335, 'Longest scaffold': 12652, 'Longest contig': 12652, 'N50 (scaffolds)': 3362, 'N50 (contigs)': 3362, 'Mean scaffold length': 3476.7940298507465, 'Mean contig length': 3476.7940298507465, 'Coding density': 0.9325489428414924, 'Translation table': 11, '# predicted genes': 1386}
bin.2	{'GC': 0.682650662296139, 'GC std': 0.022110113029169275, 'Genome size': 1488760, '# ambiguous bases': 0, '# scaffolds': 404, '# contigs': 404, 'Longest scaffold': 11268, 'Longest contig': 11268, 'N50 (scaffolds)': 3624, 'N50 (contigs)': 3624, 'Mean scaffold length': 3685.0495049504952, 'Mean contig length': 3685.0495049504952, 'Coding density': 0.8942871920255784, 'Translation table': 11, '# predicted genes': 1748}
